pids,instantiation times,start times,finish times,total wait times,turnaround times,average queue lengths,response times,required cpu times,process sizes,turnaround times,throughput,average response time,average queue length
0,0,2,18,0,18,1.0,2,16,TINY,2,0.9093755828801814,10896.197,665
26,3,569,579,0,576,999.0,566,10,TINY,58,,,
40,4,866,876,0,872,998.0,862,10,TINY,88,,,
41,4,877,897,0,893,997.0,873,20,TINY,45,,,
54,5,1162,1181,0,1176,996.0,1157,19,TINY,62,,,
62,6,1336,1354,0,1348,995.0,1330,18,TINY,75,,,
78,7,1685,1699,0,1692,994.0,1678,14,TINY,121,,,
106,10,2294,2309,0,2299,993.0,2284,15,TINY,154,,,
202,21,4422,4441,0,4420,992.0,4401,19,TINY,233,,,
268,27,5872,5885,0,5858,991.0,5845,13,TINY,451,,,
339,35,7426,7446,0,7411,990.0,7391,20,TINY,371,,,
399,40,8745,8761,0,8721,989.0,8705,16,TINY,546,,,
434,42,9532,9552,0,9510,988.0,9490,20,TINY,476,,,
472,45,10367,10385,0,10340,987.0,10322,18,TINY,575,,,
480,45,10540,10552,0,10507,986.0,10495,12,TINY,876,,,
484,46,10619,10629,0,10583,985.0,10573,10,TINY,1059,,,
531,51,11642,11655,0,11604,984.0,11591,13,TINY,893,,,
583,56,12778,12797,0,12741,983.0,12722,19,TINY,671,,,
607,59,13304,13324,0,13265,982.0,13245,20,TINY,664,,,
670,65,14711,14731,0,14666,981.0,14646,20,TINY,734,,,
685,67,15040,15052,0,14985,980.0,14973,12,TINY,1249,,,
715,71,15691,15701,0,15630,979.0,15620,10,TINY,1563,,,
734,73,16098,16110,0,16037,978.0,16025,12,TINY,1337,,,
746,75,16353,16372,0,16297,977.0,16278,19,TINY,858,,,
773,78,16945,16964,0,16886,976.0,16867,19,TINY,889,,,
798,81,17493,17512,0,17431,975.0,17412,19,TINY,918,,,
814,82,17843,17853,0,17771,974.0,17761,10,TINY,1778,,,
832,84,18228,18239,0,18155,973.0,18144,11,TINY,1651,,,
839,85,18394,18414,0,18329,972.0,18309,20,TINY,917,,,
864,88,18943,18963,0,18875,971.0,18855,20,TINY,944,,,
874,88,19162,19180,0,19092,970.0,19074,18,TINY,1061,,,
895,90,19621,19634,0,19544,969.0,19531,13,TINY,1504,,,
935,94,20493,20513,0,20419,968.0,20399,20,TINY,1021,,,
17,2,371,22188,22381,22186,983.0,369,22,TINY,1009,,,
48,4,1030,22797,22319,22793,981.0,1026,34,TINY,671,,,
116,11,2508,24203,22242,24192,978.5,2497,39,TINY,621,,,
125,12,2706,24382,22240,24370,978.0,2694,22,TINY,1108,,,
145,14,3146,24804,22221,24790,977.5,3132,23,TINY,1078,,,
147,15,3190,24834,22203,24819,977.0,3175,27,TINY,920,,,
164,16,3564,25191,22189,25175,976.5,3548,24,TINY,1049,,,
200,20,4378,26002,22172,25982,976.0,4358,38,TINY,684,,,
278,29,6084,27673,22135,27644,974.5,6055,40,TINY,692,,,
307,32,6722,28308,22134,28276,974.0,6690,38,TINY,745,,,
311,32,6810,28383,22131,28351,973.5,6778,28,TINY,1013,,,
316,33,6920,28477,22118,28444,973.0,6887,25,TINY,1138,,,
363,37,7953,29475,22081,29438,972.0,7916,27,TINY,1091,,,
367,38,8041,29547,22067,29509,971.5,8003,25,TINY,1181,,,
411,40,9004,30480,22034,30440,970.5,8964,28,TINY,1088,,,
423,41,9290,30753,22021,30712,970.0,9249,28,TINY,1097,,,
477,45,10474,31886,21968,31841,968.5,10429,30,TINY,1062,,,
482,46,10575,31963,21944,31917,967.5,10529,30,TINY,1064,,,
499,47,10938,32312,21922,32265,966.5,10891,38,TINY,850,,,
620,60,13589,34906,21864,34846,964.5,13529,39,TINY,894,,,
627,61,13743,35047,21862,34986,964.0,13682,28,TINY,1250,,,
636,62,13941,35237,21849,35175,963.5,13879,33,TINY,1066,,,
661,64,14513,35805,21841,35741,963.0,14449,37,TINY,966,,,
684,67,15018,36278,21816,36211,962.0,14951,30,TINY,1208,,,
776,79,17009,38187,21728,38108,959.0,16930,36,TINY,1059,,,
790,80,17317,38481,21723,38401,958.5,17237,27,TINY,1423,,,
815,82,17854,38983,21678,38901,957.0,17772,37,TINY,1052,,,
901,91,19745,40771,21587,40680,954.0,19654,25,TINY,1628,,,
909,91,19921,40930,21571,40839,953.5,19830,24,TINY,1702,,,
945,95,20712,41686,21533,41591,952.5,20617,27,TINY,1541,,,
948,95,20778,41743,21519,41648,952.0,20683,32,TINY,1302,,,
958,97,20998,41955,21510,41858,951.5,20901,33,TINY,1269,,,
972,98,21306,42249,21502,42151,951.0,21208,27,TINY,1562,,,
87,8,1876,44476,44024,44468,964.0,1868,44,TINY,1011,,,
132,12,2860,45397,43947,45385,962.7,2848,58,SMALL,783,,,
177,18,3850,46313,43878,46295,961.3,3832,53,SMALL,874,,,
178,18,3872,46320,43870,46302,961.0,3854,46,TINY,1007,,,
180,18,3916,46361,43855,46343,960.7,3898,58,SMALL,800,,,
234,24,5124,47507,43810,47483,959.7,5100,41,TINY,1159,,,
267,27,5850,48225,43790,48198,959.3,5823,53,SMALL,910,,,
296,31,6480,48813,43746,48782,958.3,6449,55,SMALL,887,,,
298,31,6524,48856,43740,48825,958.0,6493,60,SMALL,814,,,
309,32,6766,49062,43717,49030,957.3,6734,47,TINY,1044,,,
326,34,7140,49388,43659,49354,956.3,7106,57,SMALL,866,,,
340,35,7447,49659,43634,49624,955.7,7412,46,TINY,1079,,,
377,38,8261,50411,43575,50373,954.7,8223,43,TINY,1172,,,
383,39,8393,50542,43557,50503,954.3,8354,60,SMALL,842,,,
391,39,8569,50714,43556,50675,954.0,8530,57,SMALL,890,,,
2,0,41,51168,53415,51168,818.0,41,73,SMALL,701,,,
451,43,9905,51950,43462,51907,952.0,9862,51,SMALL,1018,,,
494,47,10828,52784,43365,52737,950.0,10781,59,SMALL,894,,,
512,49,11224,53142,43341,53093,949.3,11175,45,TINY,1180,,,
513,49,11246,53151,43325,53102,949.0,11197,48,TINY,1107,,,
546,53,11964,53853,43298,53800,948.3,11911,59,SMALL,912,,,
614,60,13457,55300,43255,55240,947.3,13397,56,SMALL,987,,,
632,61,13853,55651,43206,55590,946.3,13792,60,SMALL,927,,,
635,62,13919,55706,43205,55644,946.0,13857,50,TINY,1113,,,
646,63,14183,55932,43172,55869,945.3,14120,45,TINY,1242,,,
672,66,14754,56446,43113,56380,944.3,14688,47,TINY,1200,,,
675,66,14820,56498,43099,56432,944.0,14754,47,TINY,1201,,,
677,66,14864,56529,43085,56463,943.7,14798,48,TINY,1177,,,
707,70,15515,57128,43037,57058,942.7,15445,44,TINY,1297,,,
780,79,17097,58605,42934,58526,940.7,17018,42,TINY,1394,,,
784,79,17185,58673,42915,58594,940.3,17106,41,TINY,1430,,,
796,80,17449,58909,42873,58829,939.7,17369,55,SMALL,1070,,,
807,81,17689,59114,42847,59033,939.0,17608,46,TINY,1284,,,
823,83,18030,59413,42799,59330,938.0,17947,52,SMALL,1141,,,
833,84,18240,59604,42778,59520,937.3,18156,54,SMALL,1103,,,
843,85,18481,59807,42750,59722,936.7,18396,44,TINY,1358,,,
850,85,18635,59949,42733,59864,936.3,18550,49,TINY,1222,,,
943,95,20668,61845,42602,61750,934.0,20573,43,TINY,1437,,,
955,96,20932,62045,42540,61949,933.0,20836,41,TINY,1511,,,
10,1,217,63100,65164,63099,948.8,216,80,SMALL,789,,,
18,2,393,63236,65141,63234,948.2,391,63,SMALL,1004,,,
83,8,1788,64494,65004,64486,946.2,1780,63,SMALL,1024,,,
127,12,2750,65367,64904,65355,945.0,2738,74,SMALL,884,,,
131,12,2838,65447,64897,65435,944.8,2826,73,SMALL,897,,,
134,12,2904,65477,64867,65465,944.2,2892,67,SMALL,978,,,
135,12,2926,65490,64853,65478,944.0,2914,72,SMALL,910,,,
213,22,4662,67037,64670,67015,941.8,4640,66,SMALL,1016,,,
219,22,4794,67167,64655,67145,941.5,4772,79,SMALL,850,,,
262,27,5740,68081,64631,68054,941.0,5713,71,SMALL,959,,,
276,28,6040,68327,64585,68299,940.2,6012,63,SMALL,1085,,,
291,31,6370,68619,64545,68588,939.8,6339,65,SMALL,1056,,,
297,31,6502,68719,64507,68688,939.2,6471,71,SMALL,968,,,
338,35,7404,69477,64365,69442,937.5,7369,69,SMALL,1007,,,
357,37,7821,69833,64310,69796,936.8,7784,63,SMALL,1108,,,
373,38,8173,70133,64248,70095,936.0,8135,73,SMALL,961,,,
388,39,8503,70411,64196,70372,935.2,8464,73,SMALL,964,,,
492,47,10784,72454,63953,72407,932.0,10737,78,SMALL,929,,,
507,48,11114,72737,63906,72689,931.2,11066,78,SMALL,932,,,
539,52,11810,73366,63845,73314,930.2,11758,72,SMALL,1019,,,
542,52,11876,73418,63836,73366,930.0,11824,67,SMALL,1096,,,
591,57,12952,74439,63780,74382,929.2,12895,68,SMALL,1094,,,
640,62,14029,75357,63614,75295,927.2,13967,75,SMALL,1004,,,
662,65,14535,75817,63564,75752,926.5,14470,79,SMALL,959,,,
673,66,14776,76004,63519,75938,925.8,14710,70,SMALL,1085,,,
716,71,15702,76807,63396,76736,924.0,15631,70,SMALL,1097,,,
743,74,16287,77370,63372,77296,923.5,16213,72,SMALL,1074,,,
782,79,17141,78129,63279,78050,922.2,17062,70,SMALL,1115,,,
805,81,17645,78545,63182,78464,921.0,17564,79,SMALL,994,,,
826,84,18096,78906,63103,78822,919.8,18012,68,SMALL,1160,,,
831,84,18206,79015,63090,78931,919.5,18122,80,SMALL,987,,,
876,88,19203,79864,62950,79776,917.5,19115,72,SMALL,1108,,,
904,91,19811,80421,62905,80330,916.8,19720,66,SMALL,1218,,,
910,91,19943,80520,62868,80429,916.2,19852,70,SMALL,1149,,,
940,94,20602,81152,62836,81058,915.8,20508,75,SMALL,1081,,,
942,95,20646,81185,62830,81090,915.5,20551,70,SMALL,1159,,,
947,95,20756,81237,62775,81142,914.8,20661,67,SMALL,1212,,,
956,96,20954,81372,62717,81276,914.0,20858,62,SMALL,1311,,,
957,97,20976,81374,62698,81277,913.8,20879,61,SMALL,1333,,,
977,98,21416,81761,62634,81663,913.0,21318,72,SMALL,1135,,,
990,100,21702,82043,62625,81943,912.8,21602,77,SMALL,1065,,,
34,3,734,82802,85516,82799,929.0,731,90,SMALL,920,,,
35,3,756,82816,85505,82813,928.8,753,93,SMALL,891,,,
67,6,1443,83406,85404,83400,927.6,1437,97,SMALL,860,,,
103,10,2228,84130,85341,84120,926.8,2218,99,SMALL,850,,,
111,11,2398,84272,85323,84261,926.4,2387,89,SMALL,947,,,
182,19,3982,85557,85025,85538,923.6,3963,88,SMALL,973,,,
184,19,4026,85586,85012,85567,923.4,4007,86,SMALL,995,,,
191,20,4180,85725,84997,85705,923.2,4160,86,SMALL,997,,,
198,20,4334,85862,84982,85842,923.0,4314,84,SMALL,1022,,,
201,21,4400,85889,84943,85868,922.6,4379,84,SMALL,1023,,,
220,22,4816,86238,84862,86216,921.8,4794,98,SMALL,880,,,
273,28,5974,87296,84779,87268,920.8,5946,81,SMALL,1078,,,
310,32,6788,87917,84583,87885,919.0,6756,84,SMALL,1047,,,
356,37,7799,88784,84435,88747,917.6,7762,88,SMALL,1009,,,
359,37,7865,88809,84400,88772,917.2,7828,82,SMALL,1083,,,
398,40,8723,89498,84227,89458,915.6,8683,86,SMALL,1041,,,
408,40,8938,89687,84195,89647,915.2,8898,92,SMALL,975,,,
415,41,9114,89818,84142,89777,914.6,9073,100,SMALL,898,,,
422,41,9268,89953,84141,89912,914.4,9227,82,SMALL,1097,,,
424,41,9312,89974,84100,89933,914.0,9271,100,SMALL,900,,,
438,42,9619,90246,84078,90204,913.6,9577,87,SMALL,1037,,,
452,43,9927,90512,84042,90469,913.2,9884,81,SMALL,1117,,,
533,51,11678,92023,83789,91972,910.6,11627,94,SMALL,979,,,
541,52,11854,92166,83760,92114,910.2,11802,90,SMALL,1024,,,
570,55,12492,92759,83705,92704,909.6,12437,100,SMALL,928,,,
595,58,13040,93250,83662,93192,909.0,12982,86,SMALL,1084,,,
600,58,13150,93346,83647,93288,908.8,13092,87,SMALL,1073,,,
601,58,13172,93367,83633,93309,908.6,13114,100,SMALL,934,,,
641,62,14051,94065,83457,94003,906.8,13989,95,SMALL,990,,,
644,63,14139,94148,83451,94085,906.6,14076,96,SMALL,981,,,
683,67,14996,94825,83271,94758,904.8,14929,96,SMALL,988,,,
720,71,15790,95518,83176,95447,903.6,15719,90,SMALL,1061,,,
729,72,15988,95699,83165,95627,903.4,15916,84,SMALL,1139,,,
757,76,16593,96242,83093,96166,902.6,16517,94,SMALL,1024,,,
842,85,18459,97734,82716,97649,898.8,18374,97,SMALL,1007,,,
889,90,19489,98653,82606,98563,897.6,19399,96,SMALL,1027,,,
890,90,19511,98666,82601,98576,897.4,19421,92,SMALL,1072,,,
949,95,20800,99691,82337,99596,894.8,20705,92,SMALL,1083,,,
987,99,21636,100379,82196,100280,893.4,21537,85,SMALL,1180,,,
993,100,21768,100472,82158,100372,893.0,21668,84,SMALL,1195,,,
996,100,21834,100532,82141,100432,892.8,21734,95,SMALL,1058,,,
12,1,261,100737,105258,100736,910.2,260,106,SMALL,951,,,
27,3,580,100992,105188,100989,909.5,577,112,SMALL,902,,,
51,4,1096,101393,105081,101389,908.5,1092,104,SMALL,975,,,
68,6,1465,101684,105003,101678,907.8,1459,104,SMALL,978,,,
76,7,1641,101852,104986,101845,907.7,1634,113,SMALL,902,,,
88,8,1898,102042,104919,102034,907.0,1890,113,SMALL,903,,,
105,10,2272,102382,104889,102372,906.7,2262,109,SMALL,940,,,
113,11,2442,102494,104839,102483,906.2,2431,101,SMALL,1015,,,
117,11,2530,102548,104797,102537,905.8,2519,109,SMALL,941,,,
123,12,2662,102665,104785,102653,905.7,2650,106,SMALL,969,,,
133,12,2882,102795,104682,102783,904.8,2870,119,SMALL,864,,,
159,16,3454,103269,104592,103253,904.0,3438,111,SMALL,931,,,
162,16,3520,103321,104582,103305,903.8,3504,107,SMALL,966,,,
172,17,3740,103517,104546,103500,903.5,3723,119,SMALL,870,,,
225,23,4926,104404,104260,104381,901.2,4903,106,SMALL,985,,,
228,23,4992,104458,104245,104435,901.0,4969,109,SMALL,959,,,
283,29,6194,105506,104087,105477,899.7,6165,113,SMALL,934,,,
290,30,6348,105651,104079,105621,899.5,6318,112,SMALL,944,,,
294,31,6436,105697,104048,105666,899.2,6405,101,SMALL,1047,,,
314,32,6876,105971,103874,105939,897.8,6844,109,SMALL,972,,,
327,34,7162,106198,103818,106164,897.3,7128,106,SMALL,1002,,,
341,35,7469,106424,103738,106389,896.7,7434,105,SMALL,1014,,,
355,37,7777,106720,103722,106683,896.5,7740,109,SMALL,979,,,
358,37,7843,106730,103666,106693,896.0,7806,109,SMALL,979,,,
400,40,8762,107424,103439,107384,894.2,8722,111,SMALL,968,,,
440,43,9663,108122,103232,108079,892.5,9620,115,SMALL,940,,,
460,44,10103,108506,103182,108462,892.0,10059,109,SMALL,996,,,
479,45,10518,108871,103129,108826,891.5,10473,112,SMALL,972,,,
505,48,11070,109293,103008,109245,890.3,11022,103,SMALL,1061,,,
524,50,11488,109639,102924,109589,889.7,11438,115,SMALL,953,,,
529,51,11598,109748,102918,109697,889.5,11547,120,SMALL,915,,,
538,52,11788,109900,102881,109848,889.0,11736,119,SMALL,924,,,
563,54,12338,110357,102791,110303,888.2,12284,116,SMALL,951,,,
594,57,13018,110957,102722,110900,887.5,12961,105,SMALL,1057,,,
605,58,13260,111124,102640,111066,886.8,13202,112,SMALL,992,,,
613,60,13435,111273,102610,111213,886.5,13375,116,SMALL,959,,,
622,61,13633,111408,102561,111347,886.0,13572,102,SMALL,1092,,,
626,61,13721,111487,102542,111426,885.8,13660,112,SMALL,995,,,
678,66,14886,112304,102204,112238,883.2,14820,102,SMALL,1101,,,
736,73,16133,113364,102016,113291,881.5,16060,103,SMALL,1100,,,
754,75,16527,113711,101956,113636,881.0,16452,116,SMALL,980,,,
761,76,16681,113837,101929,113761,880.7,16605,115,SMALL,990,,,
806,81,17667,114628,101729,114547,879.0,17586,120,SMALL,955,,,
869,88,19052,115742,101465,115654,876.7,18964,113,SMALL,1024,,,
900,91,19723,116301,101358,116210,875.7,19632,108,SMALL,1077,,,
912,92,19987,116475,101257,116383,874.8,19895,119,SMALL,979,,,
929,93,20361,116834,101255,116741,874.7,20268,106,SMALL,1102,,,
951,96,20844,117133,101065,117037,873.2,20748,112,SMALL,1045,,,
976,98,21394,117570,100946,117472,872.2,21296,118,SMALL,996,,,
988,99,21658,117783,100899,117684,871.7,21559,114,SMALL,1033,,,
6,0,129,117996,124319,117996,889.3,129,134,SMALL,881,,,
16,2,349,118155,124268,118153,888.9,347,124,SMALL,953,,,
21,2,459,118206,124207,118204,888.4,457,126,SMALL,939,,,
36,3,778,118429,124115,118426,887.7,775,122,SMALL,971,,,
39,4,844,118480,124096,118476,887.6,840,126,SMALL,941,,,
152,15,3300,120296,123451,120281,883.1,3285,131,SMALL,919,,,
153,15,3322,120298,123441,120283,883.0,3307,121,SMALL,995,,,
186,19,4070,120844,123223,120825,881.6,4051,137,SMALL,882,,,
190,20,4158,120922,123219,120902,881.4,4138,131,SMALL,923,,,
223,23,4882,121471,123035,121448,880.1,4859,140,SMALL,868,,,
253,26,5542,122063,122968,122037,879.6,5516,139,SMALL,878,,,
261,27,5718,122230,122966,122203,879.4,5691,132,SMALL,926,,,
274,28,5996,122412,122877,122384,878.7,5968,125,SMALL,980,,,
330,34,7228,123262,122487,123228,876.1,7194,133,SMALL,927,,,
382,39,8371,124107,122194,124068,874.1,8332,128,SMALL,970,,,
463,44,10169,125478,121769,125434,871.3,10125,126,SMALL,996,,,
469,45,10301,125590,121754,125545,871.1,10256,121,SMALL,1038,,,
471,45,10345,125628,121734,125583,871.0,10300,135,SMALL,931,,,
481,46,10553,125754,121652,125708,870.3,10507,135,SMALL,932,,,
506,48,11092,126155,121525,126107,869.3,11044,124,SMALL,1017,,,
537,52,11766,126669,121362,126617,868.1,11714,127,SMALL,997,,,
560,54,12272,127058,121238,127004,867.3,12218,134,SMALL,948,,,
561,54,12294,127078,121231,127024,867.1,12240,139,SMALL,914,,,
575,56,12602,127340,121185,127284,866.7,12546,139,SMALL,916,,,
592,57,12974,127662,121141,127605,866.3,12917,133,SMALL,960,,,
597,58,13084,127712,121089,127654,865.9,13026,125,SMALL,1022,,,
679,66,14908,128981,120525,128915,862.1,14842,134,SMALL,963,,,
699,69,15339,129351,120461,129282,861.6,15270,137,SMALL,944,,,
704,69,15449,129456,120457,129387,861.4,15380,136,SMALL,952,,,
711,70,15603,129569,120430,129499,861.1,15533,122,SMALL,1062,,,
756,76,16571,130355,120235,130279,859.7,16495,135,SMALL,966,,,
825,84,18074,131514,119892,131430,857.3,17990,134,SMALL,981,,,
846,85,18547,131829,119742,131744,856.1,18462,126,SMALL,1046,,,
861,87,18877,132122,119705,132035,855.9,18790,126,SMALL,1048,,,
870,88,19074,132256,119647,132168,855.4,18986,121,SMALL,1093,,,
894,90,19599,132686,119542,132596,854.7,19509,131,SMALL,1013,,,
906,91,19855,132849,119452,132758,854.0,19764,128,SMALL,1038,,,
923,93,20229,133155,119373,133062,853.4,20136,139,SMALL,958,,,
939,94,20580,133446,119328,133352,853.0,20486,124,SMALL,1076,,,
970,98,21262,133859,119047,133761,851.1,21164,136,SMALL,984,,,
980,98,21482,134000,118976,133902,850.6,21384,128,SMALL,1047,,,
985,99,21592,134092,118963,133993,850.4,21493,123,SMALL,1090,,,
30,3,646,134655,142747,134652,867.1,643,152,SMALL,886,,,
47,4,1008,134881,142618,134877,866.2,1004,145,SMALL,931,,,
49,4,1052,134884,142580,134880,866.0,1048,142,SMALL,950,,,
65,6,1399,135159,142500,135153,865.5,1393,150,SMALL,902,,,
75,7,1619,135326,142445,135319,865.1,1612,152,SMALL,891,,,
95,9,2052,135652,142333,135643,864.4,2043,157,SMALL,864,,,
107,10,2310,135833,142269,135823,863.9,2300,144,SMALL,944,,,
150,15,3256,136457,141944,136442,862.0,3241,147,SMALL,929,,,
155,15,3366,136508,141886,136493,861.6,3351,146,SMALL,935,,,
189,19,4136,137042,141651,137023,860.2,4117,145,SMALL,945,,,
195,20,4268,137120,141591,137100,859.9,4248,151,SMALL,908,,,
256,26,5608,138197,141319,138171,858.2,5582,160,SMALL,864,,,
275,28,6018,138464,141194,138436,857.4,5990,142,SMALL,975,,,
281,29,6150,138540,141131,138511,857.0,6121,149,SMALL,930,,,
284,29,6216,138581,141097,138552,856.8,6187,158,SMALL,877,,,
306,32,6700,138913,140962,138881,855.9,6668,141,SMALL,985,,,
313,32,6854,138975,140854,138943,855.2,6822,157,SMALL,885,,,
319,33,6986,139059,140806,139026,854.9,6953,157,SMALL,886,,,
371,38,8129,139876,140495,139838,853.0,8091,142,SMALL,985,,,
381,39,8349,140049,140432,140010,852.6,8310,158,SMALL,887,,,
386,39,8459,140111,140385,140072,852.2,8420,157,SMALL,893,,,
394,39,8635,140225,140337,140186,851.9,8596,143,SMALL,981,,,
410,40,8982,140487,140236,140447,851.2,8942,159,SMALL,884,,,
413,40,9048,140525,140212,140485,851.0,9008,155,SMALL,907,,,
419,41,9202,140632,140162,140591,850.6,9161,158,SMALL,890,,,
485,46,10630,141653,139765,141607,848.1,10584,148,SMALL,957,,,
509,48,11158,142043,139620,141995,847.2,11110,155,SMALL,917,,,
528,51,11576,142390,139548,142339,846.8,11525,156,SMALL,913,,,
530,51,11620,142408,139521,142357,846.5,11569,157,SMALL,907,,,
544,52,11920,142553,139371,142501,845.5,11868,152,SMALL,938,,,
547,53,11986,142590,139340,142537,845.2,11933,154,SMALL,926,,,
608,59,13325,143582,139006,143523,843.2,13266,141,SMALL,1018,,,
615,60,13479,143675,138942,143615,842.9,13419,144,SMALL,998,,,
638,62,13985,144012,138771,143950,841.9,13923,146,SMALL,986,,,
666,65,14623,144513,138624,144448,841.0,14558,156,SMALL,926,,,
705,70,15471,145099,138365,145029,839.4,15401,153,SMALL,948,,,
723,71,15856,145376,138258,145305,838.6,15785,152,SMALL,956,,,
752,75,16483,145887,138150,145812,837.9,16408,144,SMALL,1013,,,
758,76,16615,145934,138067,145858,837.4,16539,142,SMALL,1028,,,
779,79,17075,146312,137984,146233,836.9,16996,143,SMALL,1023,,,
794,80,17405,146537,137878,146457,836.2,17325,144,SMALL,1018,,,
822,83,18008,146987,137720,146904,835.2,17925,149,SMALL,986,,,
4,0,85,147139,160186,147139,834.3,85,179,SMALL,823,,,
851,86,18657,147394,137475,147308,833.6,18571,152,SMALL,970,,,
866,88,18986,147670,137423,147582,833.2,18898,151,SMALL,978,,,
881,89,19313,147910,137328,147821,832.6,19224,159,SMALL,930,,,
911,92,19965,148339,137114,148247,831.2,19873,150,SMALL,989,,,
937,94,20536,148815,137016,148721,830.6,20442,153,SMALL,973,,,
997,100,21856,149588,136480,149488,827.5,21756,142,SMALL,1053,,,
38,4,822,150086,162402,150082,845.0,818,173,SMALL,868,,,
137,13,2970,151491,161654,151478,841.0,2957,178,SMALL,851,,,
140,13,3036,151545,161651,151532,840.9,3023,169,SMALL,897,,,
142,14,3080,151575,161639,151561,840.8,3066,167,SMALL,908,,,
144,14,3124,151616,161625,151602,840.7,3110,178,SMALL,852,,,
181,19,3960,152152,161336,152133,839.1,3941,167,SMALL,911,,,
237,24,5190,152978,160928,152954,837.0,5166,171,SMALL,895,,,
280,29,6128,153679,160684,153650,835.7,6099,178,SMALL,864,,,
336,35,7360,154445,160219,154410,833.2,7325,177,SMALL,873,,,
401,40,8784,155333,159693,155293,830.4,8744,167,SMALL,930,,,
407,40,8916,155446,159679,155406,830.3,8876,162,SMALL,960,,,
426,41,9356,155660,159440,155619,829.1,9315,175,SMALL,890,,,
435,42,9553,155819,159413,155777,828.9,9511,164,SMALL,950,,,
456,44,10015,156183,159308,156139,828.3,9971,171,SMALL,914,,,
535,51,11722,157321,158735,157270,825.2,11671,175,SMALL,899,,,
580,56,12712,158017,158443,157961,823.7,12656,173,SMALL,914,,,
582,56,12756,158050,158435,157994,823.6,12700,170,SMALL,930,,,
598,58,13106,158268,158294,158210,822.8,13048,179,SMALL,884,,,
612,59,13413,158451,158183,158392,822.1,13354,166,SMALL,955,,,
647,63,14205,158893,157838,158830,820.3,14142,161,SMALL,987,,,
681,66,14952,159419,157599,159353,819.1,14886,179,SMALL,891,,,
686,67,15053,159458,157540,159391,818.7,14986,176,SMALL,906,,,
698,69,15317,159713,157535,159644,818.6,15248,172,SMALL,929,,,
708,70,15537,159825,157438,159755,818.0,15467,161,SMALL,993,,,
742,74,16265,160384,157262,160310,817.0,16191,168,SMALL,955,,,
765,77,16769,160695,157075,160618,816.0,16692,162,SMALL,992,,,
887,90,19445,162569,156272,162479,811.8,19355,163,SMALL,997,,,
50,4,1074,164683,182604,164679,824.3,1070,181,SMALL,910,,,
85,8,1832,165223,182376,165215,823.2,1824,191,SMALL,865,,,
114,11,2464,165652,182174,165641,822.2,2453,190,SMALL,872,,,
136,12,2948,165908,181943,165896,821.1,2936,193,SMALL,860,,,
148,15,3212,166031,181803,166016,820.4,3197,192,SMALL,865,,,
156,15,3388,166104,181706,166089,819.9,3373,186,SMALL,893,,,
1,0,19,166481,192847,166481,761.0,19,202,LARGE,825,,,
192,20,4202,166576,181364,166556,818.3,4182,186,SMALL,896,,,
210,21,4596,166843,181241,166822,817.7,4575,182,SMALL,917,,,
222,23,4860,167026,181156,167003,817.3,4837,186,SMALL,898,,,
244,25,5344,167398,181031,167373,816.7,5319,199,SMALL,842,,,
245,25,5366,167402,181029,167377,816.6,5341,183,SMALL,915,,,
246,25,5388,167414,181011,167389,816.5,5363,191,SMALL,877,,,
254,26,5564,167561,180979,167535,816.3,5538,194,SMALL,864,,,
258,26,5652,167616,180950,167590,816.1,5626,190,SMALL,883,,,
329,34,7206,168501,180287,168467,813.0,7172,184,SMALL,916,,,
343,35,7513,168663,180139,168628,812.3,7478,187,SMALL,902,,,
348,36,7623,168765,180125,168729,812.2,7587,193,SMALL,875,,,
366,38,8019,169023,179985,168985,811.5,7981,195,SMALL,867,,,
409,40,8960,169593,179610,169553,809.7,8920,199,SMALL,853,,,
430,42,9444,169850,179388,169808,808.6,9402,194,SMALL,876,,,
431,42,9466,169856,179381,169814,808.5,9424,185,SMALL,918,,,
432,42,9488,169875,179365,169833,808.4,9446,198,SMALL,858,,,
445,43,9773,170068,179275,170025,807.9,9730,196,SMALL,868,,,
475,45,10430,170545,179097,170500,807.0,10385,194,SMALL,879,,,
504,48,11048,170956,178890,170908,805.9,11000,194,SMALL,881,,,
521,50,11422,171185,178751,171135,805.2,11372,188,SMALL,911,,,
577,56,12646,171974,178306,171918,803.1,12590,198,SMALL,869,,,
585,56,12820,172064,178239,172008,802.7,12764,181,SMALL,951,,,
650,63,14271,172892,177604,172829,799.8,14208,193,SMALL,896,,,
658,64,14447,173048,177596,172984,799.7,14383,181,SMALL,956,,,
687,67,15075,173346,177256,173279,798.1,15008,191,SMALL,908,,,
697,69,15295,173555,177246,173486,798.0,15226,190,SMALL,914,,,
732,73,16054,174043,176982,173970,796.7,15981,183,SMALL,951,,,
741,74,16243,174179,176929,174105,796.4,16169,183,SMALL,952,,,
819,82,17942,175329,176378,175247,793.8,17860,185,SMALL,948,,,
835,85,18306,175509,176196,175424,792.9,18221,183,SMALL,959,,,
847,85,18569,175676,176091,175591,792.4,18484,192,SMALL,915,,,
878,88,19247,176152,175888,176064,791.4,19159,193,SMALL,913,,,
879,88,19269,176159,175880,176071,791.3,19181,186,SMALL,947,,,
899,90,19701,176453,175741,176363,790.6,19611,187,SMALL,944,,,
919,92,20141,176709,175551,176617,789.7,20049,193,SMALL,916,,,
925,93,20273,176806,175521,176713,789.5,20180,188,SMALL,940,,,
